protocol_id,model_name,candidate_id,weighting,fit_scope,dataset_split,is_selected,n_train_rows,n_eval_rows,n_input_features,positive_label,accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,mcc,roc_auc,phishing_precision,phishing_recall,phishing_f1,phishing_support,legitimate_precision,legitimate_recall,legitimate_f1,legitimate_support,cm_phishing_as_phishing,cm_phishing_as_legitimate,cm_legitimate_as_phishing,cm_legitimate_as_legitimate,fit_seconds,predict_seconds,parameters_json,rank_f1_macro,rank_roc_auc
stratified_normalized_host_group_70_15_15_v1,logistic_regression,untuned_baseline,none,train_validation,test,True,200424,35371,47,0,0.999548,0.999521,0.999555,0.999521,0.999538,0.999076,0.999996,0.999604,0.999340,0.999472,15142,0.999506,0.999703,0.999605,20229,15132,10,6,20223,0.843368,0.077803,"{""C"": 1.0, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": 0.0, ""max_iter"": 1000, ""n_jobs"": null, ""penalty"": ""deprecated"", ""random_state"": 42, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",4,4
stratified_normalized_host_group_70_15_15_v1,decision_tree,untuned_baseline,none,train_validation,test,True,200424,35371,47,0,0.998869,0.998845,0.998845,0.998845,0.998845,0.997690,0.998845,0.998679,0.998679,0.998679,15142,0.999011,0.999011,0.999011,20229,15122,20,20,20209,2.615119,0.065714,"{""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": null, ""max_features"": null, ""max_leaf_nodes"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""random_state"": 42, ""splitter"": ""best""}",5,5
stratified_normalized_host_group_70_15_15_v1,random_forest,untuned_baseline,none,train_validation,test,True,200424,35371,47,0,0.999859,0.999843,0.999868,0.999843,0.999856,0.999711,1.000000,0.999934,0.999736,0.999835,15142,0.999802,0.999951,0.999876,20229,15138,4,1,20228,3.755340,0.144676,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": null, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 100, ""n_jobs"": -1, ""oob_score"": false, ""random_state"": 42, ""verbose"": 0, ""warm_start"": false}",3,3
stratified_normalized_host_group_70_15_15_v1,xgboost,xgb_02_balanced,balanced_sample_weight,train_validation,test,True,200424,35371,47,0,0.999915,0.999918,0.999909,0.999918,0.999913,0.999827,1.000000,0.999868,0.999934,0.999901,15142,0.999951,0.999901,0.999926,20229,15141,1,2,20227,1.424399,0.065120,"{""colsample_bytree"": 0.8, ""gamma"": 0, ""learning_rate"": 0.05, ""max_depth"": 6, ""min_child_weight"": 5, ""n_estimators"": 300, ""reg_alpha"": 0, ""reg_lambda"": 1, ""subsample"": 0.8}",2,1
stratified_normalized_host_group_70_15_15_v1,lightgbm,lgb_03_balanced,balanced_sample_weight,train_validation,test,True,200424,35371,47,0,0.999972,0.999967,0.999975,0.999967,0.999971,0.999942,1.000000,1.000000,0.999934,0.999967,15142,0.999951,1.000000,0.999975,20229,15141,1,0,20229,4.928354,0.327069,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.03, ""max_depth"": 6, ""min_child_samples"": 100, ""n_estimators"": 500, ""num_leaves"": 31, ""reg_alpha"": 0, ""reg_lambda"": 1, ""subsample"": 0.9, ""subsample_freq"": 1}",1,2
